ItemId,ComputerId,ItemName,Comment,Unit,C/S/ID,DataType,BitPos,Address,MAX,MIN,ScaleMax,ScaleMin,Decimal,,,,,,,,
06-05-2022,21:58:33,390,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,395,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,400,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,405,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,410,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,415,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,420,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,425,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,430,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,435,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,440,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,445,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,450,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,455,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,460,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,465,0,0,0,0,0,0,0,225726050,194.432007,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,470,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,475,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,480,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,485,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,490,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,495,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,500,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,505,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,510,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,515,0,0,0,0,0,0,0,225726050,194.430008,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,520,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,525,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,530,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,535,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,540,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,545,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,550,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,555,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,560,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,565,0,0,0,0,0,0,0,225726050,194.430008,194.345993,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,570,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,575,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,580,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,585,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,590,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,595,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,600,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,605,0,0,0,0,0,0,0,225726050,194.430008,194.356003,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,610,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,615,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,620,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,625,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,630,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,635,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,640,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,645,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,650,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,655,0,0,0,0,0,0,0,225726050,194.430008,194.35199,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,660,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,665,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,670,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,675,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,680,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,685,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,690,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,695,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,700,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,705,0,0,0,0,0,0,0,225726050,194.430008,194.349991,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,710,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,715,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,720,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,725,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,730,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,735,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,740,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,745,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,750,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,755,0,0,0,0,0,0,0,225726050,194.434006,194.347992,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,760,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,765,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,770,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,775,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,780,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,785,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,790,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,795,0,0,0,0,0,0,0,225726050,194.432007,194.311996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,800,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,805,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,810,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,815,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,820,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,825,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,830,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,835,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,840,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,845,0,0,0,0,0,0,0,225726050,194.430008,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,850,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,855,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,860,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,865,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,870,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,875,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,880,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,885,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,890,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,895,0,0,0,0,0,0,0,225726050,194.432007,194.325989,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,900,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,905,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,910,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,915,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,920,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,925,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,930,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,935,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,940,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,945,0,0,0,0,0,0,0,225726050,194.434006,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,950,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,955,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,960,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,965,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,970,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,975,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,980,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,985,0,0,0,0,0,0,0,225726050,194.432007,194.339996,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,990,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:33,995,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,0,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,5,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,10,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,15,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,20,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,25,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,30,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,35,0,0,0,0,0,0,0,225726050,194.432007,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,40,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,45,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,50,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,55,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,60,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,65,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,70,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,75,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,80,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,85,0,0,0,0,0,0,0,225726050,194.430008,194.343994,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,90,0,0,0,0,0,0,0,225726050,194.432007,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,95,0,0,0,0,0,0,0,225726050,194.432007,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,100,0,0,0,0,0,0,0,225726050,194.432007,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,105,0,0,0,0,0,0,0,225726050,194.432007,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,110,0,0,0,0,0,0,0,225726050,194.432007,194.32399,0,0,0,0,0,0,0,0,1
06-05-2022,21:58:34,115,0,0,0,0,0,0,0,225726050,194.432007,194.32399,0,0,0,0,0,0,0,0,1
