Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
00043,Course_43,Technology,57,1736,50.49619842940308,Udemy,130.05091381846685,3.738843499936598
00044,Course_44,Data Science,75,2331,65.38183329040409,Coursera,172.90070266727867,4.506401675528576
00045,Course_45,Office Tools,98,3821,69.94428131435413,Udemy,117.92771163931299,4.724956282939777
00046,Course_46,Office Tools,22,2887,57.87191714159191,LinkedIn Learning,140.64165871567806,3.1362719057120625
00047,Course_47,Business,97,2772,50.56572307946894,edX,192.025062017246,4.505764777115722
00048,Course_48,AI,73,3820,77.41845514374822,Coursera,149.56050114703717,4.454383692965718
00049,Course_49,AI,36,3756,72.48191192553931,LinkedIn Learning,106.18458407777186,4.58672857420294
00050,Course_50,Programming,40,3089,52.07101480650348,Udemy,74.3645528195237,3.8647288693238284
00051,Course_51,Design,50,2360,90.28898617424943,Udemy,187.16046173636437,4.821477394516818
00052,Course_52,AI,50,1440,92.33134697754787,LinkedIn Learning,34.62950131669932,3.4892681172698863
00053,Course_53,Technology,39,693,78.85997738720778,edX,37.39828555613478,3.4234144290629134
00054,Course_54,Programming,59,2172,78.10566645303314,Udemy,58.63620102833188,4.389106740843322
00055,Course_55,Marketing,71,3016,69.90539171030042,Udemy,120.01321956784058,3.176198778281811
00056,Course_56,Finance,55,3208,62.09484836654869,Udemy,176.5106664790957,3.0237455565824702
00057,Course_57,AI,15,317,68.18230828934145,LinkedIn Learning,51.57318853526439,4.567354802162733
00058,Course_58,Finance,19,913,87.56453772138065,Coursera,193.12089535816614,4.166978525342665
00059,Course_59,Office Tools,27,4472,99.09924174258921,Coursera,131.0414690344315,4.975869356685033
00060,Course_60,Programming,42,779,53.12773058479942,LinkedIn Learning,147.59900956281356,4.460156901101483
00061,Course_61,Data Science,27,304,64.31105689866008,Udemy,132.72638033725667,4.122075007099855
00062,Course_62,Office Tools,51,572,58.28309658728742,edX,66.08651922374479,3.2227672214031107
00063,Course_63,AI,54,2328,57.155188625450705,Coursera,124.25958702212527,3.0996994113923435
00064,Course_64,Data Science,67,4328,81.9820825940256,LinkedIn Learning,73.04622646384098,4.46837743321438
00065,Course_65,Technology,45,4801,54.73809507864627,Coursera,22.414205177021323,3.1601362888687468
00066,Course_66,Data Science,14,1853,56.77570477853543,Udemy,19.6955892674005,3.0059788264741725
00067,Course_67,Design,87,2859,55.8178434074934,Udemy,101.22861497735263,4.059702778713414
00068,Course_68,Business,56,899,72.04090645007605,edX,74.3334595724686,4.868495386534078
00069,Course_69,Office Tools,14,3252,67.49733214304536,Udemy,11.295327342019911,4.160689047781421
00070,Course_70,Technology,19,4683,74.61792959884552,Udemy,198.47397366071928,3.0675652250129817
00071,Course_71,Programming,41,1280,91.24667106206064,Udemy,52.21828638725435,3.556144906672688
00072,Course_72,AI,39,1893,89.43617175692899,LinkedIn Learning,114.88595578771627,4.52013554657571
00073,Course_73,Office Tools,27,3265,73.74302503332088,Udemy,118.52800513478623,3.093968685287442
00074,Course_74,Office Tools,23,3617,95.17825852465786,Udemy,16.1534686156695,4.653587761377758
00075,Course_75,Business,62,2638,53.77898816609268,LinkedIn Learning,167.45296714257628,3.125450728857822
00076,Course_76,Business,87,2878,78.93830250292609,LinkedIn Learning,161.46405053011895,3.6824696283687954
00077,Course_77,Marketing,32,815,95.64611928617569,Coursera,184.0420407739763,3.2983261815364124
00078,Course_78,Business,74,3650,51.242066828335766,edX,91.23483710423221,3.765377514484844
00079,Course_79,Office Tools,26,955,92.92002808554983,LinkedIn Learning,71.50689392555901,3.1700367255610997
00080,Course_80,Business,27,426,83.11585271204137,LinkedIn Learning,49.684226362801,4.224056805207789
00081,Course_81,Office Tools,42,3324,56.16676688866577,Udemy,30.301925423937906,4.851885653674137
00082,Course_82,AI,84,2244,51.21694081463183,Coursera,151.66341960871625,3.1287752723235593
00083,Course_83,Office Tools,15,2588,95.79030656781734,LinkedIn Learning,65.44758432684259,4.578414119172469
00084,Course_84,Technology,28,4011,53.38609386403335,LinkedIn Learning,195.4840965544452,3.2701061877568494
00085,Course_85,Technology,95,2161,91.01238118940284,LinkedIn Learning,147.6769770411264,3.786933026560871
00086,Course_86,Technology,61,3161,58.914775091569,edX,40.305978430430045,3.336888660634121
00087,Course_87,Marketing,53,197,67.00420056770804,LinkedIn Learning,129.44945232832387,3.895033887644157
00088,Course_88,Data Science,67,2896,75.09362259189979,edX,107.42428432947571,3.4884335751871602
00089,Course_89,Design,65,935,53.416446735575,LinkedIn Learning,134.27931392343103,3.479145049932587
00090,Course_90,Data Science,42,3372,56.35506929264863,Coursera,41.09502688237798,3.4114201609917374
00091,Course_91,Design,88,3178,86.8962675975259,LinkedIn Learning,151.35388990420415,4.578316113063259
00092,Course_92,Office Tools,63,141,55.70280173056038,Udemy,48.50749427184327,4.241782535818151
00093,Course_93,Finance,14,4684,69.12926762969533,Coursera,186.93014527327097,4.209773931132485
00094,Course_94,Technology,79,2778,75.40448713667965,Udemy,199.69123723445128,3.6152275449588966
00095,Course_95,Technology,67,1458,93.09349010568457,edX,161.2504069176674,4.424960316426295
00096,Course_96,Programming,42,3052,52.95943768327663,Coursera,161.83985350317667,3.259498222096828
00097,Course_97,Business,57,4616,62.61495212756299,LinkedIn Learning,140.47254043615186,3.5115121221342434
00098,Course_98,Design,49,2299,88.31334013502834,Coursera,45.96751996129697,3.114104661799761
00099,Course_99,Design,54,4170,51.34839358195031,edX,193.18524319281636,4.043212954321631
00100,Course_100,Marketing,22,4607,51.33333659272997,Coursera,166.78032577375538,4.1664086487161756
00101,Course_101,Design,21,259,56.62113389594457,Udemy,99.32185685346839,4.669390618564645
00102,Course_102,AI,77,861,83.21504148038068,Coursera,145.4357940491782,3.043884369779075
00103,Course_103,Programming,25,121,93.54887338184543,LinkedIn Learning,131.14582756418386,3.3073331137533915
00104,Course_104,Technology,78,1212,94.3099441717272,Coursera,140.02354258799843,3.9181606672240608
00105,Course_105,Data Science,47,690,71.47595066067228,edX,44.22552402575696,4.682054285232672
00106,Course_106,Finance,44,3237,86.8551841089677,edX,142.8924571341928,3.7869840976788813
00107,Course_107,Programming,77,1574,95.64107025248144,LinkedIn Learning,93.71306219285124,4.910382826978912
00108,Course_108,Design,48,4524,82.22701242211662,Udemy,179.2380733542841,4.433493870042922
00109,Course_109,Technology,66,3572,91.82841303336662,LinkedIn Learning,56.7155880059053,4.413442672307038
00110,Course_110,Programming,54,1295,75.6768363894456,LinkedIn Learning,25.85817144636985,4.364716177682331
00111,Course_111,Data Science,42,2073,82.3448647854577,LinkedIn Learning,100.91472621394685,3.706579019624986
00112,Course_112,Programming,100,2615,68.1466905735165,Coursera,96.45921533141387,4.97969627080831
00113,Course_113,Marketing,40,4146,52.73829949424769,edX,147.93882440451205,3.553850880905983
00114,Course_114,Finance,45,2044,83.26809673365605,Coursera,196.03566730181362,4.953115581880226
00115,Course_115,Finance,36,1012,88.2721469726992,Coursera,22.678527347978125,4.699792163726203
00116,Course_116,AI,48,3947,90.74142694722534,Coursera,45.67403425129797,3.2726935116473497
00117,Course_117,Technology,98,185,98.49950249960492,LinkedIn Learning,77.51620906047815,4.795083063002908
00118,Course_118,Programming,95,2338,63.21880119928029,LinkedIn Learning,166.5038081497369,4.979051887112956
00119,Course_119,Technology,51,682,64.601310855949,Udemy,50.06485857685167,3.015588504507927
00120,Course_120,Office Tools,51,3854,53.172339634819195,Coursera,171.9066717968282,4.84216082252329
00121,Course_121,Business,76,3164,77.4000287206085,edX,68.72902874456742,4.8963335563798225
00122,Course_122,Office Tools,23,2587,73.88019264938974,Udemy,146.53805399249254,4.0619013806197355
00123,Course_123,Data Science,73,3293,93.32625153637812,Coursera,52.93608095989116,3.0204666015658788
00124,Course_124,Business,93,2492,98.76582376848916,edX,187.27063575543582,4.741613708531263
00125,Course_125,Office Tools,72,3288,76.75718432462034,Coursera,135.8054933889452,4.2196292293439175
00126,Course_126,Finance,27,4896,68.9812067729224,Coursera,126.05595920417959,4.575146020849668
00127,Course_127,Programming,34,4720,77.59493253142587,Udemy,58.205993136636195,4.436427029029348
00128,Course_128,Programming,28,3699,77.48328867055123,Udemy,189.9778561125001,4.577650084634694
00129,Course_129,Office Tools,14,1769,97.71002486916018,Coursera,36.59181349354408,3.1794468889035414
00130,Course_130,Office Tools,24,4708,65.73976376219167,Udemy,111.64111588787043,4.75632154173713
00131,Course_131,Business,29,932,55.14379988862759,edX,68.91111899850841,4.602638015130977
00132,Course_132,Marketing,63,1184,60.994775696307144,edX,155.88248490546627,4.2377611251105165
00133,Course_133,Design,17,4875,94.3303632109777,edX,33.99094812053457,4.126644066313811
00134,Course_134,Finance,86,1418,70.04398796955505,Coursera,156.99809796017524,3.897254674465307
00135,Course_135,Marketing,21,2963,61.71314990632212,LinkedIn Learning,184.0299691318524,4.426684618922282
00136,Course_136,Technology,98,2718,81.03872065263162,LinkedIn Learning,39.888611729840264,3.5197138989807115
00137,Course_137,Business,86,540,60.598456978611566,Coursera,11.543202796950936,4.33797236552176
00138,Course_138,AI,13,118,66.56866810591549,LinkedIn Learning,17.38272375590257,3.4992439659580516
00139,Course_139,Business,83,497,64.69643351812928,LinkedIn Learning,151.83830280262956,4.372447071442679
00140,Course_140,AI,54,3873,67.56335328729838,Udemy,48.89951908413921,4.1810016716913045
00141,Course_141,Design,94,3599,97.28339694377588,Udemy,78.28145975200282,4.419124494475806
00142,Course_142,Office Tools,94,2987,71.09394210687465,Udemy,69.59067443708383,4.678863132315161
00143,Course_143,Design,58,555,69.6611893129325,LinkedIn Learning,158.72628804329742,3.3060303954359127
00144,Course_144,Finance,42,4539,51.60009652222868,LinkedIn Learning,27.475583986948607,3.306209244384409
00145,Course_145,Programming,19,4832,58.10798125429169,edX,32.96876480806861,4.677687274054958
00146,Course_146,Design,27,3361,88.61680382992795,edX,192.844317217836,4.288321078275504
00147,Course_147,Finance,81,3612,85.9504895038976,Udemy,115.26902742999266,4.905309717346734
00148,Course_148,Finance,37,734,95.347768567135,Udemy,126.29476580880198,4.7781422206555195
00149,Course_149,Finance,68,3540,58.594695050650444,edX,190.31437004784198,4.239789196566214
00150,Course_150,Technology,76,2521,63.90052427723564,Udemy,135.58324850977834,3.429091403784043
00151,Course_151,Business,79,226,71.37510246140513,edX,113.69937506896912,4.481084255455423
00152,Course_152,Programming,42,4090,52.6500494690641,LinkedIn Learning,86.09675626479819,4.84316531532377
00153,Course_153,AI,51,231,88.07824809129559,Udemy,102.18100102913594,3.4499334862606537
00154,Course_154,Design,83,1418,82.52159440026719,edX,139.15357805693384,4.851119616679986
00155,Course_155,Business,77,4134,74.78977640345045,Coursera,142.4713849139524,4.482171257648676
00156,Course_156,Technology,48,3695,88.88699096766885,LinkedIn Learning,140.5378256962319,3.1456157592835763
00157,Course_157,Finance,25,4082,82.33926838096764,LinkedIn Learning,124.65376623874145,3.0436509599032613
00158,Course_158,Technology,92,909,77.6030081419835,Udemy,167.63810224535194,3.318445603470469
00159,Course_159,Programming,100,4019,64.31777361332755,Coursera,99.34477817853337,3.2902781828569196
00160,Course_160,Office Tools,33,4786,77.99901803361863,LinkedIn Learning,52.377338773251026,3.485582323841
00161,Course_161,Marketing,64,1077,68.92149742171935,Udemy,170.19057622731694,4.644956949638663
00162,Course_162,Marketing,97,959,84.90286069911738,Udemy,14.370826064047758,3.960290386971125
00163,Course_163,Marketing,58,2621,55.56842528449882,LinkedIn Learning,95.13332905383278,3.538807838264509
00164,Course_164,Office Tools,99,2774,73.6644648393861,edX,115.44220849799973,4.746572180323057
00165,Course_165,Programming,26,3747,78.2984164209153,Coursera,159.02113090265095,3.268442124556686
00166,Course_166,Data Science,18,1315,68.14014680459334,edX,104.61462379429972,4.961689406055319
00167,Course_167,Finance,79,340,99.26131158776255,edX,174.28350701289045,4.635320212988627
00168,Course_168,Data Science,32,3920,98.44710245906128,edX,84.49511634702392,3.2974153065961724
00169,Course_169,Programming,37,276,63.084654044117244,Coursera,118.76557180262661,3.7566240660381016
00170,Course_170,Technology,70,4337,80.49867863467333,LinkedIn Learning,86.02560961009377,3.567852500366638
00171,Course_171,Office Tools,18,4946,99.39915585954529,Coursera,64.44892710661564,4.571401413394584
00172,Course_172,Marketing,38,2276,88.59503466290053,Udemy,113.12335618051652,4.914965870158262
00173,Course_173,Finance,34,1936,54.52948788859218,LinkedIn Learning,33.46362856123915,3.611759041645123
00174,Course_174,Technology,75,1851,85.83845969896343,edX,157.43580480548525,3.3789513882646425
00175,Course_175,Design,11,105,54.29570153371106,Coursera,66.27086283194674,4.97269474037256
00176,Course_176,Programming,92,1407,65.39749195354409,edX,135.0098950410021,4.695211905676579
00177,Course_177,Finance,40,1057,91.39707884538534,Coursera,188.21005248107338,3.573089333198716
00178,Course_178,Office Tools,29,342,63.092180888099094,Udemy,149.49525386775113,3.9925339109303306
00179,Course_179,Office Tools,36,2475,60.153967180933904,edX,110.61410154209914,3.4316311829211052
00180,Course_180,Finance,36,386,64.40591306943381,LinkedIn Learning,139.9745412961091,4.9213220159135735
00181,Course_181,AI,13,319,85.63609249156823,Udemy,123.10539628212786,3.2009122335142726
00182,Course_182,AI,84,190,75.79308420574458,edX,117.70873157970414,3.2070669457207908
00183,Course_183,Technology,97,1316,68.84449861480897,edX,27.981659267073073,4.440969304840751
00184,Course_184,Programming,90,1042,91.55183577494867,Udemy,106.18508734739203,3.659445099797276
00185,Course_185,Design,80,4442,72.4818791286712,edX,183.50493380320623,3.4221795410591063
00186,Course_186,Programming,30,1226,63.01944931041343,Coursera,158.15417577577512,4.748391316413295
00187,Course_187,Finance,10,2041,63.570670299349,Coursera,62.94403915666914,3.4371815458889805
00188,Course_188,Finance,94,2555,61.788347400168924,edX,136.45784452417035,3.2671190594259993
00189,Course_189,Technology,68,1169,75.22121384619155,Coursera,167.5265470046258,4.951038297911112
00190,Course_190,Finance,65,1670,83.61029777992746,LinkedIn Learning,130.91266075236746,4.754091504970582
00191,Course_191,Business,40,1002,55.08141744175701,LinkedIn Learning,68.84212772156766,4.8660392342497545
00192,Course_192,Data Science,51,3402,66.58025118654996,Udemy,114.5676029350481,4.898723477245989
00193,Course_193,Data Science,77,4980,92.61649903230114,Udemy,179.47262123787954,3.313109595189319
00194,Course_194,Business,71,1024,89.01969663847328,LinkedIn Learning,92.44039798880033,4.898215342183622
00195,Course_195,Data Science,85,4724,58.83547947566857,edX,198.16829685592148,3.8657757068956293
00196,Course_196,Programming,90,4369,64.25586183738778,Udemy,89.23271713324677,4.62790434382109
00197,Course_197,Technology,98,3198,83.52885850232576,LinkedIn Learning,196.57100604220298,4.542302047277822
00198,Course_198,AI,63,1049,65.46466237466498,edX,82.46449317252288,3.684117089183982
00199,Course_199,Data Science,61,875,85.21350245993703,edX,140.2183768152328,4.656912975290643
00200,Course_200,Technology,33,1737,79.19329150742541,Udemy,136.49162530683367,4.4599418016668055
00201,Course_201,Business,43,1825,91.87596275225837,Udemy,37.90918395152333,4.1027371595380835
00202,Course_202,Finance,36,3408,78.14041562112496,Coursera,182.2592032411687,3.00397099720961
00203,Course_203,Technology,39,2539,97.62541883287389,Udemy,125.41977345350077,4.158303138495818
00204,Course_204,Finance,85,2532,68.56176297967014,LinkedIn Learning,47.95646833679993,3.145853690687679
00205,Course_205,Design,12,4873,65.64929622032454,Udemy,48.59617222462108,4.31409976400894
00206,Course_206,Finance,72,338,97.58014993749356,edX,74.54743217276835,3.087963009049524
00207,Course_207,Programming,83,3962,94.91414978742124,edX,127.23234456867036,3.5802061125805453
00208,Course_208,Finance,49,3337,59.64831835912318,edX,35.63605008907117,4.312663066154059
00209,Course_209,Marketing,15,2101,96.61625217493706,Udemy,133.57085742863075,4.272722132890307
00210,Course_210,Office Tools,40,3193,89.90363368149208,LinkedIn Learning,122.05514517462285,3.715968176937521
00211,Course_211,Finance,35,1419,92.9958024068586,Udemy,30.002469938629613,3.4966481711796504
00212,Course_212,Technology,62,979,69.556409233647,Coursera,64.57650188479039,4.800398103822677
00213,Course_213,AI,60,2851,73.97491085060275,LinkedIn Learning,190.07425378565347,4.1937534863140815
00214,Course_214,Design,27,2938,89.8786821859457,LinkedIn Learning,175.01079904645192,3.7619944159099967
00215,Course_215,Data Science,45,2775,97.54423606307753,edX,162.10714948615853,4.159169872522516
00216,Course_216,Design,90,2143,94.31409532387097,edX,196.35072736548562,4.100871573262513
00217,Course_217,Finance,88,597,68.1346888921009,edX,148.39046578095522,3.3207706247509474
00218,Course_218,Marketing,35,1180,74.70217833304545,LinkedIn Learning,63.47283840726606,4.113846650075452
00219,Course_219,Office Tools,43,4685,67.7050290664887,LinkedIn Learning,116.94988223260268,3.8298524336485804
00220,Course_220,Programming,80,2334,89.4508258898908,edX,19.915763816733982,4.486461877701547
00221,Course_221,Data Science,21,1578,96.56474859004163,Coursera,75.2545160121922,4.429201114211274
00222,Course_222,Design,60,1758,85.76305146631185,edX,68.14490513996739,4.20129383174509
00223,Course_223,Design,49,1047,87.76866232180129,Udemy,109.54574826163336,3.0465179012476975
00224,Course_224,Programming,52,3448,79.39083266878025,Coursera,46.70857602136169,3.513698822133424
00225,Course_225,Technology,62,2956,58.4945092858871,edX,116.75321882500796,3.1547479187540466
00226,Course_226,Technology,44,3173,98.5438382334204,Coursera,78.97511167576785,3.8416136826050944
00227,Course_227,Finance,69,3648,81.44352271353259,Udemy,50.270787894673376,4.712423467196446
00228,Course_228,Marketing,49,1993,92.52685031971099,Udemy,188.75848270878785,4.165439548821213
00229,Course_229,Finance,88,4481,70.37228903221815,Coursera,170.21467738305196,3.7973937791429364
00230,Course_230,Finance,35,929,73.26744006702401,Udemy,141.78994749128788,4.78932799472751
00231,Course_231,Business,10,1574,57.15210797937816,LinkedIn Learning,24.397378230246417,3.0280770763987555
00232,Course_232,Design,39,2019,97.14954741773028,Coursera,118.70365665145665,4.449817511692195
00233,Course_233,Technology,67,457,65.75170797259996,LinkedIn Learning,28.174968681765783,3.1669863737218256
00234,Course_234,Marketing,36,343,75.10860823528104,Coursera,12.85763625579723,4.806117440998988
00235,Course_235,Finance,87,420,73.87313734557752,edX,68.01926700255046,3.751151257500695
00236,Course_236,Technology,69,1722,95.55559403190938,Coursera,59.25043315049946,4.321666839127877
00237,Course_237,Design,20,1279,84.77399788393609,edX,86.84750849163466,4.452797033217811
00238,Course_238,Technology,100,2781,90.19463477725438,Udemy,127.38607268012065,3.6716049687920487
00239,Course_239,Programming,98,1321,97.76619039661983,edX,167.11947715677425,3.2860094073374864
00240,Course_240,Programming,83,1159,67.81727968823505,edX,18.907144142310116,3.8391084521491203
00241,Course_241,Business,29,2739,60.648814692732,Udemy,193.34549487319083,3.8073505117851827
00242,Course_242,Programming,91,2243,95.8263839823871,Udemy,114.63821209913557,4.585452156383656
00243,Course_243,Programming,37,302,56.02604101156487,edX,196.8890948542671,4.295987205311279
00244,Course_244,Technology,59,2748,92.51979411379833,Udemy,77.86969612281652,4.022853553798939
00245,Course_245,Programming,34,2009,76.6700318024303,Coursera,160.47411988786877,4.631831817662592
00246,Course_246,Technology,36,2713,60.34097868556783,edX,101.19252291726498,3.344203917700626
00247,Course_247,Design,61,1375,84.51407343142219,edX,73.39742227121337,3.238712745320897
00248,Course_248,Data Science,36,248,81.66399588649065,Coursera,183.8515679518325,4.682114185112776
00249,Course_249,Data Science,21,2758,92.70473962133877,LinkedIn Learning,59.45168283636453,3.680803879056851
00250,Course_250,Data Science,41,4862,55.09190964942552,Udemy,157.69168286714702,3.0621542235985277
00251,Course_251,Marketing,68,1427,95.81930477443875,edX,101.4750348882944,3.9084794320070393
00252,Course_252,Business,97,4358,94.21554341849935,Coursera,58.17137108563266,4.157656713222309
00253,Course_253,Business,48,3335,74.7801463778741,Udemy,38.0338681870399,3.242446793353486
00254,Course_254,Technology,76,119,64.17675480974805,Coursera,175.36310135099563,4.276216208020585
00255,Course_255,Business,94,1604,55.139441847765305,Coursera,108.7224151490845,4.754921485846538
00256,Course_256,Programming,77,3044,50.18234088591543,Udemy,112.37526721563334,3.9711475605921622
00257,Course_257,Data Science,53,3793,97.65988547735846,Coursera,61.125686593774844,3.1898301270881295
00258,Course_258,Design,62,1326,96.13912456726189,edX,62.78236676787602,3.103576611597939
00259,Course_259,Programming,21,388,50.74353241280766,edX,83.14081282079015,3.3355860430915882
00260,Course_260,Finance,42,4054,70.08861501905542,Udemy,119.74512014182672,3.7270084281521965
00261,Course_261,Office Tools,83,2660,57.661412112134194,LinkedIn Learning,85.61936982508833,3.8137077960490524
00262,Course_262,Technology,16,1627,74.3643294035572,Coursera,135.70266295396306,3.679956829245574
00263,Course_263,Office Tools,79,3294,69.10298417198709,Udemy,189.1490324253155,3.746247002812283
00264,Course_264,Data Science,35,3410,86.31407691372112,edX,183.93948436780698,3.8797536569751907
00265,Course_265,Technology,83,4696,73.6917119799723,Udemy,150.64077858093097,3.008499458051431
00266,Course_266,Design,91,4473,59.179639317572374,Coursera,100.67049715056899,3.263908828993906
00267,Course_267,Design,100,2943,62.63805836561069,Udemy,165.54697276997706,4.3217547935552245
00268,Course_268,Office Tools,55,143,83.77320421403866,Coursera,189.4621156351326,4.5947475250299
00269,Course_269,Programming,17,3238,64.67135068882399,Coursera,37.19100804653971,3.380958827149521
00270,Course_270,Business,24,3757,87.58899695705261,Coursera,146.90053438866633,3.5786583912731587
00271,Course_271,Technology,21,4298,58.359661901197754,Udemy,176.29895353304272,4.937075851306412
00272,Course_272,Office Tools,93,1165,58.09550800410096,LinkedIn Learning,199.1979760747985,4.832624515518793
00273,Course_273,Data Science,94,1884,92.70007395194123,edX,19.577831869019228,4.907785919343318
00274,Course_274,Finance,85,2105,92.91778661692723,Coursera,79.93507330542428,3.2711253095325565
00275,Course_275,Programming,67,2739,66.03244508479568,Udemy,121.1337341698425,3.213796580565787
00276,Course_276,Office Tools,53,4828,58.64180091319409,edX,124.61259932118642,4.073956799918063
00277,Course_277,Design,37,2506,77.51169088535656,Udemy,146.39609641247253,3.3033113233512523
00278,Course_278,Design,91,4995,70.36823031030049,edX,74.76935458325278,3.0246212183568435
00279,Course_279,Business,19,3860,81.27019272954315,Coursera,19.71730012177846,3.6495072835313698
00280,Course_280,Technology,29,2559,63.784219218987175,edX,171.46002661385342,3.815660410165382
00281,Course_281,AI,45,3541,61.410866655884064,Udemy,189.391309085095,3.8735814450230084
00282,Course_282,Data Science,49,197,61.99404828253899,Udemy,158.52949590777075,3.0806807637530156
00283,Course_283,Business,97,792,73.58154245546753,Udemy,189.91592842325335,3.340072287424473
00284,Course_284,Office Tools,22,4289,50.182206035965,Coursera,123.65073614599588,4.506638071977387
00285,Course_285,Data Science,97,324,60.39772820635858,Coursera,56.33078631751034,3.838128698978181
00286,Course_286,Data Science,98,3497,53.807331400006554,Udemy,194.00036253332019,3.416528445550381
00287,Course_287,Finance,93,2716,99.53631054858505,edX,195.90620369399966,4.929475706564267
00288,Course_288,Programming,98,396,83.49380495193662,edX,103.70568059811701,3.179412533353429
00289,Course_289,AI,93,2131,73.14169800685572,Coursera,175.83421924430053,3.879222675364173
00290,Course_290,Marketing,31,2406,79.95843765513632,edX,168.80263801930684,4.714917713441841
00291,Course_291,Data Science,28,384,62.36464728232595,Udemy,28.157697185166317,4.076071868253797
00292,Course_292,Technology,66,3555,93.1023859892245,edX,16.51419979225823,3.331132563862904
00293,Course_293,Office Tools,79,4685,62.536177514610436,Coursera,129.9543896022783,3.3534806012848835
00294,Course_294,Data Science,14,1922,85.99008081700521,edX,71.73503895914774,3.823333285332148
00295,Course_295,Data Science,21,4695,84.3125375579462,Udemy,180.19919841499717,4.049899887742682
00296,Course_296,Marketing,55,4619,67.91859145681468,LinkedIn Learning,190.37963382041366,3.794089541651735
